Ground_Truth_File,Tracker,Tracking_Result_File,index,idf1,idp,idr,recall,precision,num_unique_objects,mostly_tracked,partially_tracked,mostly_lost,num_false_positives,num_misses,num_switches,num_fragmentations,mota,motp,num_transfer,num_ascend,num_migrate
vlc-record-2025-01-03-14h37m50s-DJI_20240624153820_0001_V.csv,WildTracker,vlc-record-2025-01-03-14h37m50s-DJI_20240624153820_0001_V.csv,vlc-record-2025-01-03-14h37m50s-DJI_20240624153820_0001_V.csv,0.8420504813947437,0.7354545454545455,0.9847839318320146,0.985392574558734,0.735909090909091,12,11,0,1,581,24,2,3,0.6305538648813147,0.25843277935256165,1,0,0
vlc-record-2025-01-03-14h37m50s-DJI_20240624153820_0001_V.csv,ByteTracker,vlc-record-2025-01-03-14h37m50s-DJI_20240624153820_0001_V.csv,vlc-record-2025-01-03-14h37m50s-DJI_20240624153820_0001_V.csv,0.1949898442789438,0.21967963386727687,0.17528910529519173,0.7650639074863055,0.9588100686498856,12,6,4,2,54,386,945,96,0.15702982349360928,0.19489198692720897,940,2,4
DJI_0133_video3.csv,WildTracker,DJI_0133_video3.csv,DJI_0133_video3.csv,0.8745247148288974,0.7805429864253394,0.9942363112391931,0.9942363112391931,0.7805429864253394,3,3,0,0,291,6,0,0,0.7146974063400576,0.13130557609293997,0,0,0
DJI_0133_video3.csv,ByteTracker,DJI_0133_video3.csv,DJI_0133_video3.csv,0.6460647030420087,0.6495145631067961,0.6426512968299711,0.989433237271854,1.0,3,3,0,0,0,11,296,5,0.7050912584053795,0.06775445095410645,296,0,0
DJI_0117_video4.csv,WildTracker,DJI_0117_video4.csv,DJI_0117_video4.csv,0.8508832527385769,0.7845313921747042,0.9294954721862871,0.9945019404915912,0.8393994540491356,15,14,0,1,1765,51,5,4,0.803686934023286,0.1752194429944965,1,4,0
DJI_0117_video4.csv,ByteTracker,DJI_0117_video4.csv,DJI_0117_video4.csv,0.20112525263560388,0.20385339386557413,0.19846916774471754,0.9601121172919361,0.9861587864023917,15,12,2,1,125,370,5837,123,0.3173781802501078,0.12686181048296266,5810,1,0
DJI_0117_video3.csv,WildTracker,DJI_0117_video3.csv,DJI_0117_video3.csv,0.12181370602715795,0.10618856430845909,0.14283054003724394,0.9486964618249535,0.7053163505468641,17,17,0,0,4257,551,7440,331,-0.14040968342644322,0.23100471098012756,7385,21,7
DJI_0117_video3.csv,ByteTracker,DJI_0117_video3.csv,DJI_0117_video3.csv,0.14563656970154892,0.14775776159448065,0.1435754189944134,0.945437616387337,0.9729781525488693,17,14,3,0,282,586,8542,357,0.12383612662942267,0.16003163834577339,8508,4,5
